datacenter_location,router_name,interface_ip,link_type,latency_ms,bandwidth_gbps,vulnerability_score,node_status,last_security_scan
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.169.179.39,Edge Distribution,19,40,0.62,Mitigation Required,2026-06-15T05:28:44Z
US (Virginia-East),US_Edge_Aggregation_03,172.17.220.184,Edge Distribution,14,40,0.4,Operational / Patch Compliant,2026-06-14T03:36:44Z
US (Virginia-East),US_Distribution_Layer_02,172.17.187.24,Edge Distribution,5,10,0.32,Operational / Patch Compliant,2026-06-13T16:03:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,172.22.35.230,Inter-DC Transit,22,40,0.35,Operational / Patch Compliant,2026-06-08T18:52:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.31.247.158,Edge Distribution,13,10,0.01,Operational / Patch Compliant,2026-06-10T18:16:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,10.125.43.120,Backbone Trunk,5,100,0.29,Operational / Patch Compliant,2026-06-12T22:57:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_02,10.202.16.65,Backbone Trunk,1,200,0.12,Operational / Patch Compliant,2026-06-11T14:06:44Z
US (Virginia-East),US_Distribution_Layer_04,10.94.48.247,Edge Distribution,8,10,0.25,Operational / Patch Compliant,2026-06-07T18:03:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,10.180.119.146,Backbone Trunk,1,200,0.77,Critical Exposure,2026-06-14T05:09:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_01,172.20.28.143,Edge Distribution,22,40,0.33,Operational / Patch Compliant,2026-06-13T21:54:44Z
US (Virginia-East),US_Edge_Aggregation_04,172.21.250.144,Edge Distribution,6,10,0.26,Operational / Patch Compliant,2026-06-12T00:33:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.43.26.12,Backbone Trunk,7,200,0.12,Operational / Patch Compliant,2026-06-08T15:22:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_01,10.47.96.162,Edge Distribution,12,40,0.21,Operational / Patch Compliant,2026-06-08T14:30:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,172.20.30.2,Backbone Trunk,5,200,0.21,Operational / Patch Compliant,2026-06-13T12:34:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.199.168.130,Backbone Trunk,4,400,0.17,Operational / Patch Compliant,2026-06-12T07:41:44Z
US (Virginia-East),US_Edge_Aggregation_05,172.28.48.189,Edge Distribution,16,40,0.18,Operational / Patch Compliant,2026-06-10T05:49:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_02,10.232.143.201,Edge Distribution,22,10,0.19,Operational / Patch Compliant,2026-06-12T23:15:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_05,10.60.21.96,Edge Distribution,8,10,0.17,Operational / Patch Compliant,2026-06-13T12:57:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,172.21.25.219,Edge Distribution,13,40,0.39,Operational / Patch Compliant,2026-06-11T12:33:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_03,172.23.216.179,Edge Distribution,17,10,0.16,Operational / Patch Compliant,2026-06-14T07:01:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_02,172.28.139.123,Edge Distribution,7,10,0.07,Operational / Patch Compliant,2026-06-14T12:04:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,172.26.239.157,Backbone Trunk,3,200,0.8,Critical Exposure,2026-06-07T15:49:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_04,10.202.38.210,Backbone Trunk,3,200,0.08,Operational / Patch Compliant,2026-06-11T02:23:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_03,172.20.170.12,Edge Distribution,8,10,0.26,Operational / Patch Compliant,2026-06-09T17:21:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,172.31.129.219,Backbone Trunk,4,400,0.26,Operational / Patch Compliant,2026-06-07T19:24:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_03,10.77.100.15,Inter-DC Transit,32,40,0.39,Operational / Patch Compliant,2026-06-08T10:44:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_03,172.22.96.21,Backbone Trunk,3,100,0.13,Operational / Patch Compliant,2026-06-08T21:57:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,10.138.209.240,Inter-DC Transit,17,40,0.13,Operational / Patch Compliant,2026-06-14T02:10:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,10.97.216.206,Edge Distribution,19,10,0.11,Operational / Patch Compliant,2026-06-11T05:42:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_05,172.25.233.176,Edge Distribution,6,10,0.68,Mitigation Required,2026-06-13T22:01:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,172.20.238.15,Inter-DC Transit,17,100,0.36,Operational / Patch Compliant,2026-06-12T10:30:44Z
US (Virginia-East),US_Edge_Aggregation_01,10.139.46.151,Edge Distribution,12,40,0.39,Operational / Patch Compliant,2026-06-07T16:01:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,10.55.120.12,Edge Distribution,19,10,0.15,Operational / Patch Compliant,2026-06-14T09:38:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_05,10.60.61.191,Edge Distribution,8,10,0.21,Operational / Patch Compliant,2026-06-13T18:06:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,10.119.168.155,Backbone Trunk,7,200,0.89,Critical Exposure,2026-06-10T03:11:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_02,10.116.72.167,Inter-DC Transit,20,100,0.4,Operational / Patch Compliant,2026-06-14T18:13:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_03,10.123.110.34,Edge Distribution,6,40,0.16,Operational / Patch Compliant,2026-06-09T13:23:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_03,10.243.95.8,Backbone Trunk,3,200,0.09,Operational / Patch Compliant,2026-06-08T07:14:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_04,10.221.236.74,Edge Distribution,20,40,0.08,Operational / Patch Compliant,2026-06-08T00:58:44Z
US (Virginia-East),US_Core_Backbone_04,172.21.161.81,Backbone Trunk,4,200,0.38,Operational / Patch Compliant,2026-06-08T18:04:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,172.19.119.94,Inter-DC Transit,20,40,0.11,Operational / Patch Compliant,2026-06-07T21:02:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,10.139.157.237,Edge Distribution,20,10,0.29,Operational / Patch Compliant,2026-06-15T02:35:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_05,10.159.248.3,Edge Distribution,13,10,0.21,Operational / Patch Compliant,2026-06-14T23:37:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,172.18.134.35,Edge Distribution,18,10,0.25,Operational / Patch Compliant,2026-06-11T07:31:44Z
US (Virginia-East),US_Border_Gateway_01,10.249.249.167,Inter-DC Transit,31,40,0.27,Operational / Patch Compliant,2026-06-14T15:02:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_05,172.21.128.115,Inter-DC Transit,35,100,0.19,Operational / Patch Compliant,2026-06-12T12:03:44Z
US (Virginia-East),US_Distribution_Layer_01,10.161.180.46,Edge Distribution,17,10,0.02,Operational / Patch Compliant,2026-06-13T01:57:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_02,10.122.247.183,Backbone Trunk,7,400,0.8,Critical Exposure,2026-06-12T01:06:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_02,172.27.255.129,Edge Distribution,7,40,0.38,Operational / Patch Compliant,2026-06-13T20:18:44Z
US (Virginia-East),US_Distribution_Layer_02,10.168.58.52,Edge Distribution,18,10,0.27,Operational / Patch Compliant,2026-06-09T14:47:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,172.23.40.68,Inter-DC Transit,26,100,0.34,Operational / Patch Compliant,2026-06-10T10:36:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_01,172.19.229.34,Inter-DC Transit,20,100,0.27,Operational / Patch Compliant,2026-06-14T14:39:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.32.33.208,Backbone Trunk,5,200,0.16,Operational / Patch Compliant,2026-06-09T15:02:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_04,10.210.244.109,Edge Distribution,21,10,0.03,Operational / Patch Compliant,2026-06-13T10:18:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,10.92.114.135,Edge Distribution,13,10,0.38,Operational / Patch Compliant,2026-06-10T12:24:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,10.128.161.136,Inter-DC Transit,22,100,0.41,Operational / Patch Compliant,2026-06-13T23:53:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.7.215.114,Backbone Trunk,2,400,0.36,Operational / Patch Compliant,2026-06-08T22:06:44Z
US (Virginia-East),US_Edge_Aggregation_02,172.20.58.162,Edge Distribution,5,10,0.35,Operational / Patch Compliant,2026-06-14T00:36:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_03,172.21.5.77,Backbone Trunk,2,100,0.63,Mitigation Required,2026-06-09T00:33:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_04,10.52.57.169,Edge Distribution,16,40,0.09,Operational / Patch Compliant,2026-06-13T20:21:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,10.76.152.17,Backbone Trunk,7,100,0.79,Critical Exposure,2026-06-10T18:24:44Z
US (Virginia-East),US_Border_Gateway_02,172.20.67.198,Inter-DC Transit,17,40,0.24,Operational / Patch Compliant,2026-06-12T21:20:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_04,172.16.111.29,Edge Distribution,10,40,0.05,Operational / Patch Compliant,2026-06-13T23:12:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_04,10.59.208.72,Edge Distribution,22,10,0.26,Operational / Patch Compliant,2026-06-15T09:28:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_05,172.18.77.104,Edge Distribution,18,40,0.25,Operational / Patch Compliant,2026-06-12T05:10:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_01,172.18.98.229,Edge Distribution,8,10,0.18,Operational / Patch Compliant,2026-06-11T14:25:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_04,172.25.244.213,Edge Distribution,21,40,0.28,Operational / Patch Compliant,2026-06-14T03:05:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,10.106.23.95,Inter-DC Transit,29,40,0.45,Operational / Patch Compliant,2026-06-13T18:36:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,172.19.152.187,Backbone Trunk,6,400,0.16,Operational / Patch Compliant,2026-06-08T21:27:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_01,10.217.213.27,Edge Distribution,19,10,0.13,Operational / Patch Compliant,2026-06-13T07:46:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_04,172.19.138.166,Edge Distribution,22,10,0.02,Operational / Patch Compliant,2026-06-10T06:21:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_02,172.26.122.172,Inter-DC Transit,31,40,0.04,Operational / Patch Compliant,2026-06-07T19:34:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,172.17.223.34,Inter-DC Transit,16,100,0.02,Operational / Patch Compliant,2026-06-07T14:29:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_01,10.151.63.129,Inter-DC Transit,22,40,0.74,Critical Exposure,2026-06-08T09:18:44Z
US (Virginia-East),US_Distribution_Layer_03,10.227.224.39,Edge Distribution,9,40,0.16,Operational / Patch Compliant,2026-06-11T00:32:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.22.86.140,Edge Distribution,11,10,0.11,Operational / Patch Compliant,2026-06-14T08:03:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_04,172.18.48.239,Edge Distribution,17,10,0.34,Operational / Patch Compliant,2026-06-12T04:28:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_01,10.45.236.138,Inter-DC Transit,14,100,0.31,Operational / Patch Compliant,2026-06-13T05:32:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_01,172.29.50.22,Inter-DC Transit,23,100,0.3,Operational / Patch Compliant,2026-06-08T07:55:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_02,10.229.201.29,Edge Distribution,17,10,0.41,Operational / Patch Compliant,2026-06-15T07:52:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,10.221.44.189,Edge Distribution,15,40,0.38,Operational / Patch Compliant,2026-06-13T02:07:44Z
US (Virginia-East),US_Distribution_Layer_03,172.26.236.152,Edge Distribution,22,10,0.33,Operational / Patch Compliant,2026-06-13T07:04:44Z
US (Virginia-East),US_Border_Gateway_02,10.101.23.46,Inter-DC Transit,22,100,0.29,Operational / Patch Compliant,2026-06-09T06:35:44Z
US (Virginia-East),US_Border_Gateway_02,172.23.241.47,Inter-DC Transit,25,40,0.41,Operational / Patch Compliant,2026-06-12T16:30:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,172.28.217.253,Edge Distribution,6,40,0.09,Operational / Patch Compliant,2026-06-12T01:41:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_05,10.227.229.140,Backbone Trunk,8,200,0.13,Operational / Patch Compliant,2026-06-11T06:09:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,172.22.145.105,Inter-DC Transit,14,40,0.8,Critical Exposure,2026-06-11T10:15:44Z
US (Virginia-East),US_Distribution_Layer_04,10.209.90.2,Edge Distribution,21,40,0.67,Mitigation Required,2026-06-08T23:40:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,172.31.23.68,Inter-DC Transit,21,100,0.21,Operational / Patch Compliant,2026-06-12T04:28:44Z
US (Virginia-East),US_Distribution_Layer_03,172.16.133.124,Edge Distribution,8,40,0.16,Operational / Patch Compliant,2026-06-13T03:56:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_05,10.201.239.190,Edge Distribution,14,10,0.08,Operational / Patch Compliant,2026-06-13T21:14:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,172.24.165.232,Inter-DC Transit,29,100,0.06,Operational / Patch Compliant,2026-06-08T13:01:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_01,172.22.98.112,Edge Distribution,17,40,0.17,Operational / Patch Compliant,2026-06-10T14:03:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_04,10.53.181.163,Edge Distribution,18,40,0.1,Operational / Patch Compliant,2026-06-10T05:21:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_05,172.21.228.237,Backbone Trunk,1,100,0.07,Operational / Patch Compliant,2026-06-10T16:24:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,10.217.251.13,Edge Distribution,22,40,0.24,Operational / Patch Compliant,2026-06-09T17:23:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,172.30.102.116,Inter-DC Transit,35,40,0.2,Operational / Patch Compliant,2026-06-13T13:54:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_03,10.25.24.17,Edge Distribution,18,10,0.32,Operational / Patch Compliant,2026-06-14T18:16:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,172.27.173.5,Backbone Trunk,8,400,0.33,Operational / Patch Compliant,2026-06-12T20:08:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,10.62.51.101,Inter-DC Transit,13,100,0.75,Critical Exposure,2026-06-11T21:10:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_03,172.22.32.134,Backbone Trunk,3,200,0.22,Operational / Patch Compliant,2026-06-08T02:25:44Z
US (Virginia-East),US_Border_Gateway_02,172.29.95.246,Inter-DC Transit,20,40,0.09,Operational / Patch Compliant,2026-06-08T10:39:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_04,10.33.103.211,Inter-DC Transit,17,100,0.14,Operational / Patch Compliant,2026-06-08T05:52:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_01,172.20.172.177,Inter-DC Transit,18,40,0.09,Operational / Patch Compliant,2026-06-08T05:35:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_03,172.16.187.219,Backbone Trunk,6,400,0.11,Operational / Patch Compliant,2026-06-13T14:08:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_02,10.180.180.202,Edge Distribution,13,40,0.33,Operational / Patch Compliant,2026-06-15T06:32:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_03,10.228.12.71,Inter-DC Transit,16,40,0.42,Operational / Patch Compliant,2026-06-11T21:07:44Z
US (Virginia-East),US_Border_Gateway_04,10.128.234.138,Inter-DC Transit,26,100,0.17,Operational / Patch Compliant,2026-06-08T20:56:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,10.244.5.238,Inter-DC Transit,12,100,0.08,Operational / Patch Compliant,2026-06-10T09:12:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,10.141.208.174,Inter-DC Transit,13,40,0.02,Operational / Patch Compliant,2026-06-08T03:08:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_05,10.155.127.120,Edge Distribution,5,40,0.18,Operational / Patch Compliant,2026-06-13T19:38:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,172.24.11.33,Inter-DC Transit,28,100,0.16,Operational / Patch Compliant,2026-06-14T09:38:44Z
US (Virginia-East),US_Border_Gateway_03,10.90.164.75,Inter-DC Transit,30,40,0.77,Critical Exposure,2026-06-10T11:43:44Z
US (Virginia-East),US_Distribution_Layer_03,10.173.212.225,Edge Distribution,5,10,0.44,Operational / Patch Compliant,2026-06-08T23:37:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_01,10.49.199.85,Edge Distribution,15,40,0.15,Operational / Patch Compliant,2026-06-09T14:41:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,10.97.206.65,Inter-DC Transit,33,100,0.02,Operational / Patch Compliant,2026-06-11T13:33:44Z
US (Virginia-East),US_Edge_Aggregation_04,172.25.217.10,Edge Distribution,8,40,0.63,Mitigation Required,2026-06-13T12:08:44Z
US (Virginia-East),US_Distribution_Layer_01,172.18.139.7,Edge Distribution,5,10,0.02,Operational / Patch Compliant,2026-06-11T19:48:44Z
US (Virginia-East),US_Core_Backbone_01,172.28.120.88,Backbone Trunk,1,100,0.44,Operational / Patch Compliant,2026-06-09T14:49:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_01,10.108.23.154,Edge Distribution,14,40,0.27,Operational / Patch Compliant,2026-06-12T23:17:44Z
US (Virginia-East),US_Border_Gateway_05,172.31.112.238,Inter-DC Transit,14,100,0.07,Operational / Patch Compliant,2026-06-08T14:08:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_04,10.41.193.202,Backbone Trunk,1,100,0.22,Operational / Patch Compliant,2026-06-11T08:30:44Z
US (Virginia-East),US_Edge_Aggregation_03,10.41.197.173,Edge Distribution,16,40,0.25,Operational / Patch Compliant,2026-06-09T21:34:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_03,10.168.138.114,Inter-DC Transit,14,40,0.39,Operational / Patch Compliant,2026-06-10T11:57:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,10.69.6.46,Inter-DC Transit,12,100,0.24,Operational / Patch Compliant,2026-06-07T21:58:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,172.25.242.52,Edge Distribution,12,10,0.81,Critical Exposure,2026-06-10T12:43:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,10.70.3.159,Inter-DC Transit,26,100,0.13,Operational / Patch Compliant,2026-06-13T12:13:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_04,172.20.222.175,Edge Distribution,12,40,0.32,Operational / Patch Compliant,2026-06-13T06:38:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.75.123.204,Backbone Trunk,6,400,0.07,Operational / Patch Compliant,2026-06-11T06:29:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_02,172.28.224.96,Backbone Trunk,4,400,0.38,Operational / Patch Compliant,2026-06-09T19:55:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.28.243.242,Inter-DC Transit,35,100,0.18,Operational / Patch Compliant,2026-06-13T12:00:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.203.106.221,Edge Distribution,21,10,0.39,Operational / Patch Compliant,2026-06-11T15:12:44Z
US (Virginia-East),US_Distribution_Layer_04,172.20.145.52,Edge Distribution,18,40,0.2,Operational / Patch Compliant,2026-06-13T15:04:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,172.28.179.170,Backbone Trunk,1,100,0.32,Operational / Patch Compliant,2026-06-15T01:40:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_01,10.18.87.126,Edge Distribution,15,40,0.2,Operational / Patch Compliant,2026-06-13T03:58:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_02,172.31.94.18,Inter-DC Transit,16,100,0.31,Operational / Patch Compliant,2026-06-14T01:34:44Z
US (Virginia-East),US_Core_Backbone_01,10.51.225.105,Backbone Trunk,3,200,0.25,Operational / Patch Compliant,2026-06-08T07:22:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,172.25.78.136,Edge Distribution,13,40,0.11,Operational / Patch Compliant,2026-06-09T19:00:44Z
US (Virginia-East),US_Distribution_Layer_04,10.209.19.149,Edge Distribution,11,10,0.82,Critical Exposure,2026-06-11T19:54:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,172.23.50.80,Edge Distribution,17,40,0.37,Operational / Patch Compliant,2026-06-13T03:01:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,172.20.87.76,Backbone Trunk,5,100,0.32,Operational / Patch Compliant,2026-06-08T18:01:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_05,10.48.96.195,Inter-DC Transit,16,40,0.07,Operational / Patch Compliant,2026-06-11T02:46:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,172.24.61.78,Edge Distribution,10,40,0.14,Operational / Patch Compliant,2026-06-11T04:22:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,10.79.198.33,Inter-DC Transit,14,40,0.07,Operational / Patch Compliant,2026-06-08T16:23:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,10.128.124.159,Inter-DC Transit,21,100,0.36,Operational / Patch Compliant,2026-06-12T08:13:44Z
